order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,category,sub_category,product_name,sales,quantity,discount,profit
ORD-2271,2019-08-27,2019-09-04,Standard Class,CU-2292,Customer 679,Consumer,East,Massachusetts,Furniture,Tables,Tables Product 87,4615.94,6,0.0,288.3
ORD-2272,2022-05-19,2022-05-20,Second Class,CU-9434,Customer 404,Home Office,Central,Ohio,Office Supplies,Paper,Paper Product 6,7519.94,9,0.0,991.77
ORD-2273,2021-12-16,2021-12-18,Second Class,CU-9571,Customer 70,Corporate,Central,Illinois,Office Supplies,Paper,Paper Product 36,375.76,6,0.0,39.19
ORD-2274,2020-03-09,2020-03-14,First Class,CU-4764,Customer 235,Corporate,South,North Carolina,Office Supplies,Binders,Binders Product 25,2495.82,4,0.15,438.18
ORD-2275,2022-07-28,2022-08-06,Second Class,CU-7544,Customer 757,Consumer,Central,Texas,Furniture,Chairs,Chairs Product 89,4241.29,6,0.15,300.21
ORD-2276,2022-08-10,2022-08-11,First Class,CU-5957,Customer 531,Home Office,Central,Texas,Technology,Phones,Phones Product 57,2221.88,9,0.0,427.11
ORD-2277,2022-08-29,2022-09-07,Second Class,CU-7392,Customer 869,Home Office,East,Massachusetts,Furniture,Tables,Tables Product 18,7861.17,10,0.15,1085.38
ORD-2278,2019-06-13,2019-06-22,First Class,CU-1827,Customer 578,Home Office,West,California,Office Supplies,Paper,Paper Product 72,7709.13,9,0.0,1235.33
ORD-2279,2019-05-25,2019-05-30,First Class,CU-3588,Customer 342,Corporate,South,Georgia,Office Supplies,Storage,Storage Product 16,5604.96,8,0.1,876.63
ORD-2280,2022-08-09,2022-08-14,First Class,CU-3764,Customer 411,Corporate,East,Massachusetts,Furniture,Chairs,Chairs Product 20,2289.42,6,0.1,78.33
ORD-2281,2022-03-14,2022-03-20,Standard Class,CU-3692,Customer 28,Corporate,West,Oregon,Office Supplies,Storage,Storage Product 99,3041.16,5,0.25,182.85
ORD-2282,2022-01-10,2022-01-22,Standard Class,CU-5465,Customer 500,Home Office,Central,Ohio,Furniture,Tables,Tables Product 67,1765.9,6,0.0,123.14
ORD-2283,2022-11-23,2022-11-29,First Class,CU-4147,Customer 336,Home Office,Central,Texas,Technology,Phones,Phones Product 25,469.8,1,0.0,59.1
ORD-2284,2022-04-10,2022-04-21,Second Class,CU-2863,Customer 137,Home Office,East,Pennsylvania,Furniture,Tables,Tables Product 72,3984.98,6,0.0,110.18
ORD-2285,2019-12-09,2019-12-16,Second Class,CU-9110,Customer 486,Corporate,South,Florida,Technology,Phones,Phones Product 42,956.68,3,0.15,110.01
ORD-2286,2019-01-04,2019-01-11,Second Class,CU-3683,Customer 705,Corporate,West,Washington,Furniture,Bookcases,Bookcases Product 39,3832.2,4,0.0,514.8
ORD-2287,2019-05-18,2019-05-29,Same Day,CU-5899,Customer 59,Home Office,Central,Texas,Technology,Computers,Computers Product 90,3513.16,8,0.0,788.35
ORD-2288,2022-10-23,2022-11-02,Same Day,CU-6529,Customer 711,Home Office,East,Massachusetts,Technology,Computers,Computers Product 43,2741.48,7,0.0,384.29
ORD-2289,2020-11-07,2020-11-15,Second Class,CU-9130,Customer 645,Consumer,East,Massachusetts,Furniture,Chairs,Chairs Product 73,3388.37,6,0.0,298.04
ORD-2290,2019-01-21,2019-01-23,First Class,CU-3286,Customer 713,Corporate,South,Florida,Furniture,Chairs,Chairs Product 16,2507.99,5,0.0,266.99
ORD-2291,2019-02-26,2019-02-27,Same Day,CU-9877,Customer 20,Home Office,East,Massachusetts,Furniture,Bookcases,Bookcases Product 91,1069.4,5,0.0,78.45
ORD-2292,2019-04-16,2019-04-23,Standard Class,CU-6335,Customer 442,Home Office,Central,Illinois,Office Supplies,Storage,Storage Product 62,8681.02,10,0.0,445.26
ORD-2293,2022-04-16,2022-04-18,First Class,CU-8581,Customer 336,Home Office,East,New York,Office Supplies,Binders,Binders Product 90,4923.42,9,0.2,517.97
ORD-2294,2022-02-04,2022-02-07,Second Class,CU-6577,Customer 408,Corporate,East,Pennsylvania,Furniture,Bookcases,Bookcases Product 36,3364.56,10,0.0,460.21
ORD-2295,2022-01-23,2022-01-25,First Class,CU-6148,Customer 302,Corporate,East,Pennsylvania,Office Supplies,Paper,Paper Product 1,704.68,7,0.2,-8.0
ORD-2296,2019-07-08,2019-07-17,Standard Class,CU-9495,Customer 1,Home Office,West,California,Technology,Accessories,Accessories Product 52,1112.41,5,0.1,159.6
ORD-2297,2020-04-22,2020-05-04,Second Class,CU-5994,Customer 648,Corporate,South,Georgia,Technology,Phones,Phones Product 21,221.34,10,0.0,40.19
ORD-2298,2020-10-04,2020-10-14,Second Class,CU-1971,Customer 36,Consumer,East,New York,Technology,Phones,Phones Product 27,214.63,2,0.2,38.54
ORD-2299,2021-08-04,2021-08-08,Second Class,CU-3320,Customer 904,Home Office,West,California,Technology,Computers,Computers Product 36,5686.1,10,0.2,442.66
ORD-2300,2021-09-15,2021-09-17,First Class,CU-6836,Customer 142,Consumer,West,Oregon,Technology,Accessories,Accessories Product 31,7646.69,9,0.0,1914.14
ORD-2301,2022-11-30,2022-12-14,Standard Class,CU-4383,Customer 542,Home Office,Central,Ohio,Office Supplies,Paper,Paper Product 61,330.65,4,0.0,17.28
ORD-2302,2019-08-13,2019-08-27,Second Class,CU-2327,Customer 622,Home Office,West,California,Furniture,Tables,Tables Product 19,204.67,5,0.0,16.3
ORD-2303,2020-09-07,2020-09-08,Same Day,CU-8042,Customer 151,Home Office,East,New York,Furniture,Chairs,Chairs Product 97,3474.27,6,0.15,585.22
ORD-2304,2021-04-23,2021-04-24,Same Day,CU-6191,Customer 127,Corporate,Central,Texas,Office Supplies,Paper,Paper Product 36,966.11,4,0.0,131.98
ORD-2305,2019-09-27,2019-10-03,First Class,CU-8268,Customer 74,Home Office,Central,Ohio,Office Supplies,Storage,Storage Product 4,7132.13,8,0.0,930.22
ORD-2306,2021-12-29,2022-01-07,Same Day,CU-7020,Customer 763,Home Office,West,California,Furniture,Chairs,Chairs Product 3,1891.49,7,0.0,-95.17
ORD-2307,2019-04-09,2019-04-20,Same Day,CU-9866,Customer 918,Consumer,Central,Ohio,Technology,Accessories,Accessories Product 100,453.17,2,0.0,110.82
ORD-2308,2022-03-21,2022-03-25,Second Class,CU-5698,Customer 957,Corporate,West,Washington,Technology,Accessories,Accessories Product 24,1844.65,8,0.25,310.93
ORD-2309,2022-04-14,2022-04-26,Standard Class,CU-3986,Customer 396,Consumer,East,New York,Technology,Accessories,Accessories Product 71,7317.7,8,0.0,1288.98
ORD-2310,2020-01-31,2020-02-14,Second Class,CU-3429,Customer 847,Corporate,East,New York,Technology,Phones,Phones Product 97,2079.93,8,0.0,329.79
ORD-2311,2019-04-26,2019-04-30,Same Day,CU-8895,Customer 649,Consumer,East,New York,Office Supplies,Storage,Storage Product 22,333.17,1,0.15,22.96
ORD-2312,2020-08-27,2020-08-30,Second Class,CU-3748,Customer 451,Home Office,Central,Texas,Technology,Computers,Computers Product 62,1160.24,7,0.0,71.1
ORD-2313,2020-08-02,2020-08-13,Standard Class,CU-4250,Customer 269,Corporate,Central,Ohio,Office Supplies,Storage,Storage Product 60,2763.68,4,0.0,371.02
ORD-2314,2019-04-10,2019-04-22,First Class,CU-6113,Customer 555,Home Office,South,Florida,Technology,Phones,Phones Product 82,3828.13,5,0.0,462.82
ORD-2315,2019-05-08,2019-05-15,Second Class,CU-2748,Customer 707,Home Office,East,Pennsylvania,Office Supplies,Binders,Binders Product 20,4794.95,9,0.15,744.32
ORD-2316,2022-07-18,2022-07-20,Standard Class,CU-4670,Customer 800,Corporate,West,California,Furniture,Tables,Tables Product 54,4904.74,9,0.0,276.42
ORD-2317,2022-08-09,2022-08-17,First Class,CU-9478,Customer 177,Consumer,East,Pennsylvania,Technology,Phones,Phones Product 72,1902.74,7,0.25,187.23
ORD-2318,2021-11-10,2021-11-14,First Class,CU-4746,Customer 562,Corporate,West,Washington,Furniture,Chairs,Chairs Product 46,2361.55,3,0.2,131.11
ORD-2319,2022-03-29,2022-04-04,First Class,CU-8885,Customer 859,Consumer,West,Washington,Furniture,Chairs,Chairs Product 7,1816.55,9,0.15,129.38
ORD-2320,2020-08-19,2020-08-30,Second Class,CU-5567,Customer 769,Home Office,West,Washington,Furniture,Tables,Tables Product 41,729.11,4,0.2,100.9
ORD-2321,2022-07-16,2022-07-25,Second Class,CU-1033,Customer 844,Corporate,Central,Texas,Technology,Accessories,Accessories Product 8,3380.46,8,0.0,377.98
ORD-2322,2022-11-14,2022-11-20,First Class,CU-8736,Customer 552,Corporate,Central,Illinois,Technology,Computers,Computers Product 47,2161.65,4,0.0,205.12
ORD-2323,2019-08-12,2019-08-22,First Class,CU-1463,Customer 803,Consumer,Central,Illinois,Furniture,Tables,Tables Product 36,3313.96,6,0.0,196.11
ORD-2324,2020-07-27,2020-07-29,Second Class,CU-3199,Customer 8,Corporate,West,Washington,Technology,Computers,Computers Product 43,3041.66,5,0.0,530.72
ORD-2325,2019-04-01,2019-04-06,First Class,CU-1033,Customer 634,Home Office,West,Washington,Furniture,Bookcases,Bookcases Product 34,8693.05,9,0.0,613.87
ORD-2326,2022-03-05,2022-03-11,Same Day,CU-9503,Customer 199,Corporate,East,Pennsylvania,Furniture,Tables,Tables Product 10,4164.02,8,0.0,414.04
ORD-2327,2019-08-14,2019-08-18,Same Day,CU-4244,Customer 604,Home Office,Central,Texas,Office Supplies,Paper,Paper Product 47,2440.79,5,0.0,240.07
ORD-2328,2020-10-18,2020-10-19,Second Class,CU-8152,Customer 203,Home Office,Central,Ohio,Office Supplies,Storage,Storage Product 94,711.79,4,0.25,49.32
ORD-2329,2022-12-23,2022-12-24,Second Class,CU-5207,Customer 977,Consumer,South,North Carolina,Office Supplies,Storage,Storage Product 15,2248.04,6,0.0,323.38
ORD-2330,2019-11-24,2019-11-29,Same Day,CU-2720,Customer 840,Home Office,Central,Illinois,Office Supplies,Storage,Storage Product 84,1828.57,4,0.2,141.15
ORD-2331,2019-05-20,2019-05-24,Standard Class,CU-6722,Customer 146,Corporate,Central,Illinois,Furniture,Chairs,Chairs Product 81,1710.11,7,0.2,139.75
ORD-2332,2021-02-27,2021-03-05,Second Class,CU-1846,Customer 5,Corporate,West,California,Technology,Phones,Phones Product 39,3049.47,10,0.0,387.51
ORD-2333,2021-07-28,2021-08-02,Same Day,CU-5337,Customer 702,Home Office,West,California,Furniture,Tables,Tables Product 9,795.61,6,0.1,90.73
ORD-2334,2021-04-05,2021-04-17,Second Class,CU-9839,Customer 385,Home Office,West,Washington,Technology,Accessories,Accessories Product 61,1567.96,5,0.0,235.15
ORD-2335,2020-11-13,2020-11-24,Standard Class,CU-9128,Customer 900,Consumer,East,Pennsylvania,Technology,Accessories,Accessories Product 68,2165.15,5,0.0,345.51
ORD-2336,2021-10-21,2021-10-30,Same Day,CU-8134,Customer 195,Corporate,South,Georgia,Office Supplies,Storage,Storage Product 24,5442.93,6,0.0,720.49
ORD-2337,2022-05-19,2022-05-28,Second Class,CU-9510,Customer 241,Home Office,South,Florida,Technology,Phones,Phones Product 66,1510.97,9,0.0,188.32
ORD-2338,2021-07-24,2021-08-03,Second Class,CU-6833,Customer 403,Corporate,West,Oregon,Furniture,Chairs,Chairs Product 95,5259.59,7,0.0,229.84
ORD-2339,2019-09-10,2019-09-13,Second Class,CU-9161,Customer 816,Home Office,South,Georgia,Office Supplies,Binders,Binders Product 13,3976.21,10,0.2,472.49
ORD-2340,2019-10-27,2019-11-04,Second Class,CU-9674,Customer 149,Corporate,Central,Texas,Office Supplies,Storage,Storage Product 68,2524.44,3,0.15,171.75
ORD-2341,2021-12-18,2021-12-21,Second Class,CU-4912,Customer 641,Home Office,Central,Texas,Furniture,Bookcases,Bookcases Product 38,1244.51,2,0.2,93.74
ORD-2342,2020-06-09,2020-06-14,Same Day,CU-3455,Customer 619,Consumer,West,Oregon,Office Supplies,Paper,Paper Product 69,5500.55,7,0.0,299.75
ORD-2343,2020-01-12,2020-01-16,Second Class,CU-3160,Customer 167,Consumer,South,Florida,Furniture,Bookcases,Bookcases Product 89,8346.4,10,0.0,842.21
ORD-2344,2020-12-11,2020-12-14,Second Class,CU-1607,Customer 377,Consumer,South,Florida,Technology,Computers,Computers Product 90,3142.24,8,0.25,621.34
ORD-2345,2022-10-11,2022-10-13,Same Day,CU-7783,Customer 711,Consumer,Central,Texas,Furniture,Bookcases,Bookcases Product 76,5263.81,10,0.15,637.84
ORD-2346,2020-08-30,2020-09-02,Standard Class,CU-7708,Customer 321,Home Office,West,Washington,Furniture,Chairs,Chairs Product 36,27.69,1,0.0,2.78
ORD-2347,2021-04-16,2021-04-20,Second Class,CU-5845,Customer 720,Home Office,South,Florida,Furniture,Tables,Tables Product 48,4968.79,9,0.0,616.06
ORD-2348,2020-05-07,2020-05-08,Same Day,CU-4295,Customer 454,Home Office,West,Oregon,Furniture,Bookcases,Bookcases Product 52,578.46,1,0.0,61.5
ORD-2349,2020-04-12,2020-04-19,Standard Class,CU-3656,Customer 530,Home Office,Central,Ohio,Furniture,Bookcases,Bookcases Product 52,2097.24,4,0.15,85.13
ORD-2350,2022-08-12,2022-08-19,Same Day,CU-4171,Customer 910,Consumer,West,California,Technology,Computers,Computers Product 14,2002.64,9,0.0,257.97
ORD-2351,2020-05-30,2020-06-07,Same Day,CU-7905,Customer 453,Home Office,South,Florida,Office Supplies,Storage,Storage Product 5,378.69,1,0.0,24.83
ORD-2352,2019-07-02,2019-07-03,Same Day,CU-7619,Customer 953,Consumer,Central,Texas,Furniture,Chairs,Chairs Product 8,2590.14,3,0.0,179.28
ORD-2353,2022-12-17,2022-12-19,First Class,CU-5802,Customer 515,Consumer,Central,Illinois,Office Supplies,Storage,Storage Product 95,1917.56,2,0.0,180.98
ORD-2354,2021-04-03,2021-04-05,First Class,CU-2962,Customer 519,Corporate,Central,Texas,Furniture,Tables,Tables Product 70,351.46,1,0.0,8.57
ORD-2355,2019-09-08,2019-09-09,First Class,CU-7566,Customer 655,Consumer,East,Massachusetts,Furniture,Chairs,Chairs Product 15,1027.68,3,0.1,89.6
ORD-2356,2021-09-02,2021-09-07,Second Class,CU-1368,Customer 161,Corporate,Central,Ohio,Office Supplies,Paper,Paper Product 6,1544.79,2,0.15,125.44
ORD-2357,2022-08-17,2022-08-24,Second Class,CU-4080,Customer 704,Home Office,East,New York,Office Supplies,Paper,Paper Product 88,1713.63,9,0.25,43.62
ORD-2358,2020-10-05,2020-10-15,Same Day,CU-6220,Customer 931,Home Office,Central,Illinois,Furniture,Bookcases,Bookcases Product 38,982.09,5,0.0,99.41
ORD-2359,2019-07-18,2019-07-28,Second Class,CU-8209,Customer 733,Corporate,West,Oregon,Office Supplies,Paper,Paper Product 25,1526.22,2,0.2,147.73
ORD-2360,2019-03-29,2019-04-07,Standard Class,CU-5684,Customer 87,Consumer,South,Georgia,Furniture,Tables,Tables Product 71,1026.12,5,0.0,56.72
ORD-2361,2019-04-03,2019-04-09,Standard Class,CU-5535,Customer 952,Consumer,South,North Carolina,Technology,Computers,Computers Product 68,117.85,10,0.0,22.95
ORD-2362,2021-05-06,2021-05-10,First Class,CU-1739,Customer 707,Home Office,West,California,Furniture,Bookcases,Bookcases Product 71,5417.95,6,0.0,204.25
ORD-2363,2020-03-01,2020-03-11,Same Day,CU-9211,Customer 473,Consumer,West,California,Furniture,Tables,Tables Product 41,1723.42,2,0.0,184.39
ORD-2364,2020-06-21,2020-07-02,Same Day,CU-2167,Customer 33,Corporate,West,Oregon,Office Supplies,Storage,Storage Product 35,229.2,7,0.0,31.44
ORD-2365,2020-08-10,2020-08-17,Same Day,CU-3920,Customer 435,Home Office,East,Massachusetts,Technology,Phones,Phones Product 38,1868.25,6,0.0,354.92
ORD-2366,2020-03-01,2020-03-15,Second Class,CU-7475,Customer 398,Consumer,South,Florida,Office Supplies,Paper,Paper Product 21,1657.71,2,0.0,218.62
ORD-2367,2020-02-27,2020-03-08,First Class,CU-7441,Customer 664,Corporate,South,North Carolina,Furniture,Bookcases,Bookcases Product 18,5385.51,7,0.0,183.02
ORD-2368,2022-09-08,2022-09-20,Same Day,CU-2354,Customer 952,Corporate,West,Oregon,Furniture,Tables,Tables Product 28,637.17,1,0.1,41.35
ORD-2369,2019-12-21,2020-01-04,Same Day,CU-5348,Customer 70,Corporate,East,Massachusetts,Office Supplies,Storage,Storage Product 49,5967.72,8,0.25,837.97
ORD-2370,2021-09-16,2021-09-29,First Class,CU-1676,Customer 442,Consumer,Central,Texas,Furniture,Bookcases,Bookcases Product 19,2624.06,4,0.2,443.92
ORD-2371,2019-08-19,2019-08-31,First Class,CU-4618,Customer 97,Corporate,East,Pennsylvania,Technology,Phones,Phones Product 34,867.29,2,0.0,171.84
ORD-2372,2021-05-27,2021-06-01,Second Class,CU-1677,Customer 450,Corporate,West,California,Office Supplies,Binders,Binders Product 75,1975.46,2,0.0,-64.1
ORD-2373,2020-05-19,2020-05-29,Second Class,CU-3790,Customer 428,Corporate,East,Massachusetts,Technology,Accessories,Accessories Product 35,536.28,2,0.2,121.55
ORD-2374,2019-06-02,2019-06-04,Second Class,CU-3619,Customer 849,Consumer,East,New York,Office Supplies,Binders,Binders Product 58,1983.35,2,0.0,153.9
ORD-2375,2022-07-29,2022-08-12,Standard Class,CU-5930,Customer 514,Corporate,West,Oregon,Technology,Accessories,Accessories Product 58,5152.8,6,0.0,551.49
ORD-2376,2022-03-08,2022-03-13,Second Class,CU-7128,Customer 355,Consumer,West,California,Furniture,Bookcases,Bookcases Product 19,7288.76,8,0.0,413.06
ORD-2377,2019-01-11,2019-01-16,First Class,CU-2600,Customer 293,Home Office,East,Pennsylvania,Furniture,Tables,Tables Product 21,857.01,1,0.0,46.91
ORD-2378,2022-04-07,2022-04-21,Standard Class,CU-4406,Customer 677,Corporate,East,New York,Office Supplies,Binders,Binders Product 23,348.13,1,0.0,55.55
ORD-2379,2022-04-26,2022-05-05,Standard Class,CU-3267,Customer 418,Corporate,West,Oregon,Furniture,Tables,Tables Product 15,4351.18,9,0.0,510.13
ORD-2380,2020-08-10,2020-08-22,Standard Class,CU-7393,Customer 191,Home Office,West,Washington,Technology,Computers,Computers Product 42,4685.67,9,0.0,1002.69
ORD-2381,2022-10-26,2022-11-02,Second Class,CU-4895,Customer 78,Home Office,West,Washington,Furniture,Tables,Tables Product 57,6096.11,7,0.0,375.77
ORD-2382,2020-04-21,2020-04-26,Standard Class,CU-3630,Customer 221,Home Office,South,Georgia,Office Supplies,Paper,Paper Product 90,747.82,1,0.0,109.51
ORD-2383,2019-04-05,2019-04-18,Standard Class,CU-5933,Customer 755,Home Office,West,Oregon,Furniture,Tables,Tables Product 75,5521.11,6,0.0,735.1
ORD-2384,2019-11-13,2019-11-26,Standard Class,CU-8874,Customer 318,Consumer,Central,Illinois,Technology,Phones,Phones Product 16,151.88,10,0.0,16.68
ORD-2385,2021-12-23,2022-01-06,Standard Class,CU-2126,Customer 78,Consumer,East,Massachusetts,Furniture,Tables,Tables Product 14,4537.97,8,0.0,360.3
ORD-2386,2022-07-09,2022-07-23,First Class,CU-3098,Customer 394,Home Office,East,New York,Furniture,Bookcases,Bookcases Product 19,4873.71,9,0.2,444.04
ORD-2387,2022-10-27,2022-11-07,Second Class,CU-3660,Customer 302,Home Office,Central,Texas,Office Supplies,Storage,Storage Product 79,5553.73,7,0.2,763.1
ORD-2388,2021-05-30,2021-06-01,Standard Class,CU-6542,Customer 310,Corporate,South,Florida,Furniture,Bookcases,Bookcases Product 16,6883.79,10,0.1,780.2
ORD-2389,2020-03-14,2020-03-18,Standard Class,CU-6272,Customer 310,Corporate,East,Massachusetts,Technology,Accessories,Accessories Product 75,4578.5,8,0.0,733.67
ORD-2390,2020-06-19,2020-06-20,Standard Class,CU-1995,Customer 916,Corporate,West,Washington,Office Supplies,Binders,Binders Product 53,721.4,1,0.15,59.29
ORD-2391,2021-04-04,2021-04-18,Same Day,CU-3980,Customer 95,Consumer,South,Georgia,Technology,Phones,Phones Product 19,5946.07,6,0.0,629.12
ORD-2392,2020-09-11,2020-09-22,Same Day,CU-4242,Customer 356,Consumer,South,Florida,Technology,Computers,Computers Product 60,254.91,1,0.0,41.81
ORD-2393,2021-05-30,2021-06-04,Standard Class,CU-2639,Customer 575,Consumer,West,California,Technology,Computers,Computers Product 57,8646.62,10,0.0,754.62
ORD-2394,2020-02-21,2020-02-23,Same Day,CU-1811,Customer 261,Corporate,South,Florida,Office Supplies,Storage,Storage Product 57,581.55,2,0.0,90.81
ORD-2395,2022-08-08,2022-08-10,First Class,CU-8694,Customer 778,Consumer,Central,Illinois,Furniture,Chairs,Chairs Product 9,3883.19,4,0.0,-15.62
ORD-2396,2021-12-18,2021-12-21,Second Class,CU-9446,Customer 582,Home Office,West,California,Furniture,Tables,Tables Product 63,5282.46,6,0.0,281.02
ORD-2397,2019-10-02,2019-10-11,Standard Class,CU-9287,Customer 503,Corporate,Central,Ohio,Office Supplies,Binders,Binders Product 8,1842.35,3,0.15,234.52
ORD-2398,2021-11-04,2021-11-17,First Class,CU-7194,Customer 681,Corporate,East,Pennsylvania,Furniture,Tables,Tables Product 32,3499.98,5,0.0,396.37
ORD-2399,2022-11-17,2022-11-25,Same Day,CU-8274,Customer 780,Corporate,South,Georgia,Technology,Phones,Phones Product 16,612.91,1,0.25,92.8
ORD-2400,2019-08-28,2019-09-11,Same Day,CU-4519,Customer 611,Consumer,West,California,Furniture,Bookcases,Bookcases Product 73,3727.03,4,0.0,66.79
ORD-2401,2020-10-27,2020-10-28,First Class,CU-1341,Customer 462,Home Office,West,California,Office Supplies,Binders,Binders Product 91,2727.86,7,0.0,286.14
ORD-2402,2020-04-14,2020-04-15,Standard Class,CU-2565,Customer 741,Home Office,West,Oregon,Technology,Phones,Phones Product 27,2483.6,4,0.1,304.04
ORD-2403,2021-03-11,2021-03-12,Second Class,CU-9790,Customer 503,Home Office,East,Pennsylvania,Office Supplies,Binders,Binders Product 59,979.65,9,0.0,174.79
ORD-2404,2019-06-19,2019-07-03,Same Day,CU-1683,Customer 710,Corporate,South,Georgia,Furniture,Bookcases,Bookcases Product 74,5763.93,10,0.2,542.41
ORD-2405,2019-06-17,2019-06-30,Standard Class,CU-8797,Customer 490,Home Office,East,Pennsylvania,Technology,Phones,Phones Product 43,826.69,2,0.0,104.04
ORD-2406,2021-03-20,2021-03-24,Standard Class,CU-7777,Customer 503,Corporate,Central,Illinois,Technology,Accessories,Accessories Product 57,705.22,2,0.1,90.98
ORD-2407,2020-06-04,2020-06-16,First Class,CU-2301,Customer 569,Home Office,Central,Ohio,Furniture,Chairs,Chairs Product 78,352.44,1,0.25,0.23
ORD-2408,2022-05-16,2022-05-17,Second Class,CU-5721,Customer 662,Corporate,West,Washington,Technology,Phones,Phones Product 50,2117.0,4,0.0,303.01
ORD-2409,2020-01-17,2020-01-29,Second Class,CU-8348,Customer 77,Consumer,South,Florida,Furniture,Tables,Tables Product 42,870.21,1,0.0,84.29
ORD-2410,2020-06-17,2020-06-24,Standard Class,CU-1858,Customer 352,Corporate,Central,Ohio,Furniture,Tables,Tables Product 90,3133.62,7,0.0,173.77
ORD-2411,2021-09-06,2021-09-16,First Class,CU-1176,Customer 493,Home Office,South,Florida,Technology,Computers,Computers Product 55,2517.75,5,0.1,475.56
ORD-2412,2019-11-20,2019-11-23,Same Day,CU-5424,Customer 889,Home Office,South,Florida,Office Supplies,Binders,Binders Product 70,991.93,4,0.25,160.93
ORD-2413,2022-10-11,2022-10-25,First Class,CU-2241,Customer 884,Home Office,Central,Illinois,Office Supplies,Paper,Paper Product 31,2634.75,3,0.0,486.72
ORD-2414,2021-09-14,2021-09-18,Same Day,CU-3904,Customer 470,Corporate,West,Washington,Technology,Accessories,Accessories Product 46,7261.09,9,0.15,925.92
ORD-2415,2019-04-01,2019-04-13,First Class,CU-8772,Customer 824,Home Office,East,New York,Furniture,Chairs,Chairs Product 72,2035.22,4,0.0,218.04
ORD-2416,2022-09-17,2022-09-26,First Class,CU-4534,Customer 542,Home Office,South,North Carolina,Furniture,Chairs,Chairs Product 49,1527.03,6,0.0,183.61
ORD-2417,2020-05-07,2020-05-17,Same Day,CU-5164,Customer 224,Consumer,South,Georgia,Office Supplies,Binders,Binders Product 25,6566.55,7,0.0,683.06
ORD-2418,2020-07-17,2020-07-19,Same Day,CU-8589,Customer 184,Home Office,Central,Ohio,Office Supplies,Binders,Binders Product 18,380.85,3,0.15,40.86
ORD-2419,2019-09-29,2019-10-02,Same Day,CU-4498,Customer 699,Home Office,Central,Ohio,Technology,Phones,Phones Product 53,4054.03,8,0.0,579.48
ORD-2420,2021-08-13,2021-08-25,Standard Class,CU-7328,Customer 971,Home Office,Central,Ohio,Furniture,Tables,Tables Product 55,2935.06,6,0.0,215.43
ORD-2421,2020-02-13,2020-02-20,Second Class,CU-1604,Customer 188,Home Office,East,New York,Technology,Computers,Computers Product 61,5600.21,7,0.0,729.78
ORD-2422,2019-10-16,2019-10-29,First Class,CU-6234,Customer 810,Corporate,Central,Ohio,Furniture,Bookcases,Bookcases Product 32,1150.4,6,0.2,27.4
ORD-2423,2021-06-10,2021-06-21,Standard Class,CU-9970,Customer 459,Home Office,West,Oregon,Office Supplies,Storage,Storage Product 20,3199.64,10,0.0,284.99
ORD-2424,2022-09-06,2022-09-09,First Class,CU-3962,Customer 30,Corporate,East,New York,Furniture,Tables,Tables Product 52,4308.75,10,0.15,791.87
ORD-2425,2020-12-11,2020-12-18,Standard Class,CU-8686,Customer 819,Corporate,East,Massachusetts,Furniture,Chairs,Chairs Product 62,1950.03,10,0.0,297.03
ORD-2426,2020-07-30,2020-08-07,Same Day,CU-5138,Customer 963,Home Office,Central,Texas,Office Supplies,Binders,Binders Product 70,6023.09,7,0.0,657.08
ORD-2427,2021-06-02,2021-06-15,Standard Class,CU-6982,Customer 626,Consumer,West,Oregon,Furniture,Tables,Tables Product 30,2669.85,5,0.0,510.77
ORD-2428,2021-12-25,2022-01-01,Second Class,CU-1472,Customer 852,Consumer,Central,Texas,Furniture,Chairs,Chairs Product 19,2471.28,8,0.0,117.39
ORD-2429,2021-05-14,2021-05-28,Standard Class,CU-7321,Customer 380,Consumer,West,California,Furniture,Chairs,Chairs Product 66,84.84,5,0.2,9.06
ORD-2430,2022-11-06,2022-11-17,First Class,CU-4596,Customer 881,Corporate,West,Washington,Office Supplies,Binders,Binders Product 67,1137.3,2,0.0,62.83
ORD-2431,2021-08-27,2021-09-04,First Class,CU-1908,Customer 921,Home Office,East,Pennsylvania,Office Supplies,Binders,Binders Product 57,971.03,1,0.0,125.22
ORD-2432,2019-10-24,2019-11-05,First Class,CU-6296,Customer 238,Consumer,South,Georgia,Office Supplies,Paper,Paper Product 94,4050.91,6,0.0,340.95
ORD-2433,2020-07-31,2020-08-01,Same Day,CU-2859,Customer 745,Consumer,Central,Ohio,Office Supplies,Paper,Paper Product 34,1045.25,5,0.1,159.4
ORD-2434,2022-12-19,2022-12-25,Same Day,CU-4376,Customer 711,Consumer,West,California,Office Supplies,Binders,Binders Product 86,828.75,5,0.15,62.13
ORD-2435,2020-10-23,2020-10-28,Same Day,CU-9487,Customer 848,Home Office,South,North Carolina,Technology,Computers,Computers Product 57,3007.1,5,0.25,368.24
ORD-2436,2021-05-06,2021-05-09,Second Class,CU-7668,Customer 968,Corporate,West,California,Furniture,Chairs,Chairs Product 52,1253.54,8,0.0,92.08
ORD-2437,2022-04-09,2022-04-14,Second Class,CU-1490,Customer 72,Home Office,East,Massachusetts,Technology,Accessories,Accessories Product 95,114.4,1,0.0,15.94
ORD-2438,2022-11-20,2022-11-27,First Class,CU-5339,Customer 887,Consumer,Central,Texas,Technology,Computers,Computers Product 50,221.65,1,0.0,31.61
