date,symbol,open,high,low,close,volume
2020-10-23,MSFT,65.03,65.09,64.49,64.89,2435957
2020-10-26,MSFT,64.4,64.77,64.17,64.23,43254912
2020-10-27,MSFT,63.95,64.76,63.24,63.49,26311225
2020-10-28,MSFT,62.85,63.54,61.4,63.25,47003670
2020-10-29,MSFT,64.55,64.9,63.57,64.31,20357395
2020-10-30,MSFT,66.03,66.68,64.0,65.74,21522321
2020-11-02,MSFT,64.69,65.65,63.97,64.73,27195410
2020-11-03,MSFT,66.23,66.27,65.22,65.94,4793207
2020-11-04,MSFT,66.31,66.5,65.4,66.45,2477733
2020-11-05,MSFT,64.53,65.25,63.04,64.82,5708041
2020-11-06,MSFT,64.48,65.27,62.54,64.61,48847187
2020-11-09,MSFT,64.06,64.73,62.99,63.52,3746105
2020-11-10,MSFT,62.41,63.34,61.58,62.37,38380672
2020-11-11,MSFT,59.5,60.3,59.14,59.44,29125156
2020-11-12,MSFT,58.53,59.16,57.96,58.06,5945998
2020-11-13,MSFT,57.17,57.57,57.13,57.39,7646703
2020-11-16,MSFT,57.83,58.4,57.45,57.5,33655908
2020-11-17,MSFT,55.56,56.32,54.9,55.87,9631535
2020-11-18,MSFT,55.61,56.13,55.21,55.76,15637898
2020-11-19,MSFT,54.37,54.85,54.22,54.3,31303108
2020-11-20,MSFT,53.76,54.52,53.0,53.83,21517784
2020-11-23,MSFT,53.36,53.94,52.71,53.02,42914822
2020-11-24,MSFT,53.51,53.86,52.85,53.65,36455087
2020-11-25,MSFT,55.38,56.06,54.75,54.98,9125694
2020-11-26,MSFT,55.35,56.29,55.0,55.08,35957437
2020-11-27,MSFT,54.05,54.59,53.87,53.91,1547335
2020-11-30,MSFT,52.65,53.29,52.34,52.69,6282803
2020-12-01,MSFT,53.55,53.95,53.45,53.57,40197318
2020-12-02,MSFT,55.34,55.89,54.71,55.24,47103702
2020-12-03,MSFT,55.28,55.63,54.99,55.06,4576644
2020-12-04,MSFT,54.14,54.26,53.2,54.06,33240628
2020-12-07,MSFT,53.66,54.03,53.42,53.7,44569062
2020-12-08,MSFT,54.59,55.09,53.99,54.33,7064442
2020-12-09,MSFT,54.75,55.19,54.45,54.9,1489299
2020-12-10,MSFT,55.33,56.64,54.84,54.99,3079740
2020-12-11,MSFT,55.43,56.15,54.91,55.14,8727557
2020-12-14,MSFT,55.0,55.35,54.57,55.05,34205979
2020-12-15,MSFT,55.02,55.11,54.51,55.02,8134474
2020-12-16,MSFT,55.97,56.73,54.85,55.59,41307620
2020-12-17,MSFT,52.8,54.37,52.0,53.35,42067789
2020-12-18,MSFT,56.86,58.34,56.73,57.36,46399388
2020-12-21,MSFT,57.64,59.52,56.75,58.14,33372482
2020-12-22,MSFT,59.34,60.14,58.68,59.22,36401258
2020-12-23,MSFT,58.35,58.4,57.78,58.19,38695639
2020-12-24,MSFT,56.9,56.96,56.53,56.59,14279707
2020-12-25,MSFT,58.26,58.87,57.22,57.86,42270083
2020-12-28,MSFT,56.85,57.32,56.49,56.88,25579789
2020-12-29,MSFT,57.0,57.35,56.98,57.21,21991778
2020-12-30,MSFT,57.6,58.61,57.13,57.36,18227343
2020-12-31,MSFT,58.89,59.06,58.59,58.99,44805704
2021-01-01,MSFT,58.32,59.02,57.81,58.28,6117505
2021-01-04,MSFT,57.02,58.49,56.22,57.57,35069767
2021-01-05,MSFT,57.68,58.54,57.52,57.65,11932006
2021-01-06,MSFT,57.88,58.45,57.49,58.13,20383412
2021-01-07,MSFT,57.13,57.88,56.86,57.34,3646016
2021-01-08,MSFT,57.82,58.02,57.44,57.79,7004501
2021-01-11,MSFT,57.77,58.05,57.68,58.02,19279371
2021-01-12,MSFT,58.39,58.73,57.79,58.48,35495920
2021-01-13,MSFT,57.4,58.18,56.92,57.81,29000676
2021-01-14,MSFT,58.3,58.57,57.68,58.32,49870686
2021-01-15,MSFT,59.67,60.41,58.79,59.77,16180037
2021-01-18,MSFT,60.11,60.89,59.54,59.85,11380947
2021-01-19,MSFT,61.4,61.42,60.81,61.35,27423324
2021-01-20,MSFT,61.82,62.52,61.1,61.85,12760643
2021-01-21,MSFT,63.22,64.56,62.66,63.62,4560085
2021-01-22,MSFT,63.25,63.76,63.23,63.5,21597082
2021-01-25,MSFT,65.39,65.93,64.68,65.2,17490246
2021-01-26,MSFT,63.89,64.53,63.63,64.29,18155160
2021-01-27,MSFT,63.14,63.8,61.85,63.39,19887303
2021-01-28,MSFT,63.02,63.49,61.95,62.97,15789552
2021-01-29,MSFT,62.69,63.13,62.04,63.08,46326502
2021-02-01,MSFT,63.75,63.87,63.31,63.53,41399059
2021-02-02,MSFT,65.34,66.29,64.65,65.53,35234598
2021-02-03,MSFT,65.95,66.19,65.52,66.05,23410749
2021-02-04,MSFT,67.21,67.45,66.73,67.24,13090857
2021-02-05,MSFT,66.51,66.65,65.76,66.07,36765620
2021-02-08,MSFT,65.09,65.39,65.05,65.39,47544277
2021-02-09,MSFT,65.93,66.0,64.78,65.94,35009677
2021-02-10,MSFT,66.0,66.36,64.28,65.5,17432526
2021-02-11,MSFT,65.18,66.37,64.92,65.43,42502653
2021-02-12,MSFT,68.03,68.31,67.08,67.68,36948593
2021-02-15,MSFT,68.11,68.3,66.96,68.23,46071654
2021-02-16,MSFT,70.12,70.93,69.8,70.37,9800651
2021-02-17,MSFT,72.36,72.91,71.3,72.18,8291350
2021-02-18,MSFT,75.58,75.8,73.79,75.06,31489786
2021-02-19,MSFT,75.78,76.41,74.21,75.38,16571585
2021-02-22,MSFT,77.07,77.47,76.37,76.75,40992412
2021-02-23,MSFT,76.7,77.2,76.35,77.0,2102146
2021-02-24,MSFT,76.28,77.56,76.17,76.55,12066864
2021-02-25,MSFT,76.4,77.26,75.43,77.01,4209896
2021-02-26,MSFT,78.77,78.98,77.15,78.91,23969342
2021-03-01,MSFT,77.6,78.41,77.14,78.08,19224538
2021-03-02,MSFT,75.83,76.43,75.36,76.31,42792396
2021-03-03,MSFT,77.45,78.14,77.02,77.13,25448107
2021-03-04,MSFT,76.94,78.31,75.48,77.3,26674107
2021-03-05,MSFT,77.91,78.96,77.05,78.66,26807492
2021-03-08,MSFT,78.78,80.54,78.36,79.4,16397225
2021-03-09,MSFT,77.32,77.69,76.8,77.61,2978661
2021-03-10,MSFT,76.17,77.23,76.01,76.34,24722298
2021-03-11,MSFT,76.0,76.97,75.91,76.48,36523968
2021-03-12,MSFT,76.71,77.13,76.13,76.73,13086978
2021-03-15,MSFT,75.59,76.34,74.77,76.3,14326265
2021-03-16,MSFT,79.34,80.29,78.9,79.28,25250849
2021-03-17,MSFT,77.47,77.95,76.53,77.85,28126224
2021-03-18,MSFT,77.38,78.1,75.92,77.93,20618125
2021-03-19,MSFT,77.38,77.95,76.03,77.04,26312723
2021-03-22,MSFT,76.94,77.08,76.5,76.96,7671027
2021-03-23,MSFT,79.29,80.3,79.25,79.55,31333124
2021-03-24,MSFT,79.67,81.2,78.89,79.79,45595918
2021-03-25,MSFT,81.37,82.28,80.24,81.03,9514343
2021-03-26,MSFT,82.72,84.15,81.48,82.6,32051997
2021-03-29,MSFT,83.69,84.56,83.58,83.72,18428295
2021-03-30,MSFT,84.68,85.39,84.66,84.84,12257298
2021-03-31,MSFT,86.31,86.75,84.67,86.21,19046643
2021-04-01,MSFT,88.21,88.97,87.31,88.17,6416125
2021-04-02,MSFT,89.97,90.33,89.95,90.33,5534375
2021-04-05,MSFT,92.31,92.36,90.55,91.61,13066388
2021-04-06,MSFT,87.13,88.66,86.74,87.87,43291891
2021-04-07,MSFT,88.08,90.32,86.87,87.86,27327242
2021-04-08,MSFT,86.5,89.15,86.0,86.28,33797037
2021-04-09,MSFT,85.58,86.18,84.86,85.86,25606743
2021-04-12,MSFT,88.13,88.79,87.52,87.62,46948924
2021-04-13,MSFT,89.59,90.5,88.37,90.04,6048955
2021-04-14,MSFT,89.79,90.4,89.32,89.97,7078663
2021-04-15,MSFT,88.5,88.78,87.23,87.35,34037150
2021-04-16,MSFT,87.21,87.84,85.9,86.46,47689892
2021-04-19,MSFT,87.03,87.22,85.93,85.99,20915536
2021-04-20,MSFT,88.71,88.79,87.13,88.01,10415038
2021-04-21,MSFT,89.66,90.2,87.21,88.82,17920398
2021-04-22,MSFT,90.78,91.1,90.71,90.83,27404334
2021-04-23,MSFT,92.87,93.54,91.83,92.68,31408940
2021-04-26,MSFT,88.72,89.23,88.13,88.88,37465879
2021-04-27,MSFT,89.45,90.1,88.31,89.34,34808284
2021-04-28,MSFT,87.85,88.88,86.3,88.27,49317985
2021-04-29,MSFT,89.12,89.39,88.89,89.06,24142172
2021-04-30,MSFT,88.87,90.09,87.85,89.22,23215869
2021-05-03,MSFT,87.45,87.59,86.5,87.55,2428631
2021-05-04,MSFT,89.42,90.15,88.17,89.95,49870700
2021-05-05,MSFT,89.46,89.56,88.21,88.93,33829918
2021-05-06,MSFT,92.84,93.47,92.67,93.37,40131740
2021-05-07,MSFT,92.83,94.71,92.18,93.58,33419131
2021-05-10,MSFT,91.18,91.76,90.55,91.28,15576870
2021-05-11,MSFT,91.02,92.0,89.33,91.58,13992043
2021-05-12,MSFT,91.78,91.92,89.78,91.46,12683469
2021-05-13,MSFT,93.56,93.76,93.44,93.48,27350252
2021-05-14,MSFT,95.33,96.03,94.45,95.49,14577503
2021-05-17,MSFT,95.98,97.48,95.66,96.75,48742652
2021-05-18,MSFT,98.75,99.64,98.31,98.47,7985832
2021-05-19,MSFT,95.05,95.63,93.68,94.89,4536502
2021-05-20,MSFT,96.93,97.35,96.1,96.12,12762734
2021-05-21,MSFT,100.76,101.7,98.9,100.9,37512775
2021-05-24,MSFT,100.8,103.1,100.05,100.97,38137356
2021-05-25,MSFT,104.11,105.49,102.98,104.52,36921111
2021-05-26,MSFT,106.04,107.93,105.33,106.45,8201740
2021-05-27,MSFT,107.91,108.83,107.35,107.47,16546804
2021-05-28,MSFT,113.71,114.53,111.33,113.12,33461094
2021-05-31,MSFT,114.03,115.7,113.24,113.84,35663898
2021-06-01,MSFT,116.62,119.05,114.39,116.15,45258799
2021-06-02,MSFT,120.6,124.94,118.69,122.27,25659309
2021-06-03,MSFT,124.19,125.49,123.2,123.79,44852522
2021-06-04,MSFT,122.94,123.08,122.83,122.87,27503724
2021-06-07,MSFT,119.78,121.08,119.27,119.94,21611586
2021-06-08,MSFT,122.53,122.76,119.64,122.12,21861591
2021-06-09,MSFT,119.61,120.1,118.03,119.27,13464262
2021-06-10,MSFT,118.56,119.65,117.73,118.13,40120545
2021-06-11,MSFT,119.1,121.21,119.02,119.84,15837797
2021-06-14,MSFT,117.82,119.93,116.94,118.52,26886996
2021-06-15,MSFT,122.45,124.2,121.95,122.24,45062818
2021-06-16,MSFT,117.82,119.25,116.64,117.68,2138726
2021-06-17,MSFT,118.92,119.56,118.59,119.3,30520882
2021-06-18,MSFT,119.49,122.9,116.32,120.54,7549549
2021-06-21,MSFT,115.35,116.54,113.74,116.32,15931730
2021-06-22,MSFT,116.99,117.89,114.42,116.83,11129897
2021-06-23,MSFT,115.87,116.32,114.98,115.21,43857936
2021-06-24,MSFT,118.11,118.79,116.38,118.29,43207638
2021-06-25,MSFT,119.03,119.72,117.01,119.36,7148922
2021-06-28,MSFT,115.92,118.05,114.95,115.11,46867956
2021-06-29,MSFT,119.77,120.76,119.69,119.99,35148703
2021-06-30,MSFT,123.77,123.94,122.03,123.26,45401870
2021-07-01,MSFT,124.6,128.67,124.12,125.81,36913078
2021-07-02,MSFT,131.97,132.56,130.71,131.42,14424109
2021-07-05,MSFT,131.74,132.71,130.27,130.9,36396484
2021-07-06,MSFT,139.88,141.38,138.8,139.01,43211195
2021-07-07,MSFT,144.41,145.34,142.74,145.33,20783250
2021-07-08,MSFT,146.84,147.64,145.27,147.17,10680162
2021-07-09,MSFT,150.72,150.76,149.08,150.2,42421883
2021-07-12,MSFT,147.73,149.17,145.71,147.25,10399201
2021-07-13,MSFT,145.92,146.45,143.99,145.58,41536110
2021-07-14,MSFT,143.77,145.91,143.11,144.78,29227648
2021-07-15,MSFT,142.22,144.58,141.26,143.03,24384041
2021-07-16,MSFT,143.82,144.93,141.5,142.56,14806479
2021-07-19,MSFT,144.92,145.6,141.9,143.51,9766734
2021-07-20,MSFT,138.62,141.59,138.05,140.13,28006423
2021-07-21,MSFT,140.27,140.85,138.32,140.19,17932217
2021-07-22,MSFT,141.66,143.66,138.6,139.6,9660890
2021-07-23,MSFT,139.09,141.11,136.4,137.83,8705703
2021-07-26,MSFT,136.58,137.11,136.28,136.36,8000267
2021-07-27,MSFT,137.47,138.55,135.07,136.43,22991846
2021-07-28,MSFT,136.97,137.59,133.72,136.23,1476817
2021-07-29,MSFT,133.98,135.21,133.3,134.43,23315395
2021-07-30,MSFT,131.14,134.11,131.0,132.73,36881869
2021-08-02,MSFT,130.71,131.0,128.66,130.57,8982148
2021-08-03,MSFT,132.42,134.7,131.72,131.78,14187404
2021-08-04,MSFT,130.94,132.24,127.9,130.51,9559590
2021-08-05,MSFT,132.38,133.43,129.18,132.68,37311409
2021-08-06,MSFT,129.98,130.96,129.89,130.12,25467161
2021-08-09,MSFT,130.38,132.93,130.22,130.91,24679114
2021-08-10,MSFT,130.73,130.77,129.83,130.44,39835914
2021-08-11,MSFT,129.93,131.64,128.78,130.06,32036242
2021-08-12,MSFT,131.64,133.76,129.31,132.28,43235330
2021-08-13,MSFT,134.73,135.15,133.08,133.97,22030740
2021-08-16,MSFT,131.74,133.87,131.52,131.8,46244836
2021-08-17,MSFT,134.61,137.12,132.93,134.18,33872458
2021-08-18,MSFT,130.85,133.41,129.83,132.24,23689460
2021-08-19,MSFT,135.14,136.95,133.9,133.95,46711110
2021-08-20,MSFT,132.08,134.95,130.57,131.92,1940136
2021-08-23,MSFT,132.04,132.89,129.85,132.06,37095170
2021-08-24,MSFT,130.55,131.13,130.39,130.77,28001659
2021-08-25,MSFT,130.98,131.94,129.81,130.69,38302359
2021-08-26,MSFT,130.51,131.02,129.59,130.68,29238195
2021-08-27,MSFT,131.01,132.0,130.09,130.67,31377869
2021-08-30,MSFT,133.61,134.67,133.18,133.78,26825746
2021-08-31,MSFT,133.44,136.83,131.04,133.06,38206736
2021-09-01,MSFT,136.61,139.33,136.12,136.56,36277834
2021-09-02,MSFT,136.13,137.97,136.08,136.94,1031013
2021-09-03,MSFT,136.44,138.11,135.64,136.05,27661889
2021-09-06,MSFT,138.14,140.67,136.38,138.99,44999722
2021-09-07,MSFT,139.58,144.16,136.83,139.92,1676519
2021-09-08,MSFT,139.03,139.35,138.57,138.96,29460989
2021-09-09,MSFT,137.25,138.83,134.84,137.43,40615534
2021-09-10,MSFT,131.27,131.77,130.55,130.95,19059934
2021-09-13,MSFT,136.15,137.36,132.1,135.59,38668637
2021-09-14,MSFT,135.79,136.31,132.94,135.77,31490441
2021-09-15,MSFT,134.45,136.65,132.29,135.39,40886314
2021-09-16,MSFT,134.75,135.72,132.18,133.59,15539808
2021-09-17,MSFT,132.31,132.45,129.6,131.34,48210326
2021-09-20,MSFT,132.33,135.08,130.94,132.63,37279626
2021-09-21,MSFT,128.85,129.74,127.98,128.77,6935550
2021-09-22,MSFT,130.23,130.37,129.18,130.11,17089966
2021-09-23,MSFT,127.85,129.26,126.86,126.9,10966259
2021-09-24,MSFT,129.18,129.91,127.3,129.76,44462341
2021-09-27,MSFT,126.14,126.62,125.8,126.23,41256599
2021-09-28,MSFT,128.51,129.77,127.62,128.42,14955713
2021-09-29,MSFT,132.15,132.63,131.75,132.04,49289861
2021-09-30,MSFT,128.18,130.79,127.38,128.67,46400017
2021-10-01,MSFT,131.25,132.86,129.92,132.45,39003877
2021-10-04,MSFT,131.47,131.96,129.94,130.63,40983359
2021-10-05,MSFT,130.46,132.05,128.64,131.22,19444101
2021-10-06,MSFT,130.7,133.0,129.65,130.26,38743659
2021-10-07,MSFT,136.03,137.33,135.89,136.53,19761135
2021-10-08,MSFT,135.51,137.03,134.47,134.82,40386513
2021-10-11,MSFT,135.87,136.61,134.19,134.58,13337896
2021-10-12,MSFT,129.78,131.33,129.56,130.15,37243219
2021-10-13,MSFT,132.48,134.92,132.44,134.06,2436569
2021-10-14,MSFT,134.91,136.35,133.84,135.68,2386675
2021-10-15,MSFT,141.55,141.76,139.87,140.81,45130521
2021-10-18,MSFT,139.01,139.88,138.31,139.54,42399973
2021-10-19,MSFT,141.78,142.7,139.33,141.31,26072629
2021-10-20,MSFT,142.84,145.54,142.51,143.38,19021085
2021-10-21,MSFT,140.36,141.02,139.87,139.93,47611250
2021-10-22,MSFT,138.87,139.41,137.54,139.15,11223717
2021-10-25,MSFT,139.33,142.19,136.2,138.89,20155770
2021-10-26,MSFT,138.77,143.55,138.66,139.8,24149453
2021-10-27,MSFT,143.73,145.36,141.71,143.0,10326818
2021-10-28,MSFT,142.71,144.49,141.29,142.19,25128292
2021-10-29,MSFT,142.59,144.19,142.51,143.35,20277951
2021-11-01,MSFT,139.95,141.13,139.68,140.12,4648063
2021-11-02,MSFT,143.05,143.74,142.39,143.36,37010440
2021-11-03,MSFT,136.86,139.86,135.52,137.86,4810876
2021-11-04,MSFT,142.22,143.19,141.42,141.97,31883744
2021-11-05,MSFT,141.38,141.59,140.14,140.25,18727246
2021-11-08,MSFT,141.17,141.77,140.42,141.41,2034151
2021-11-09,MSFT,140.4,141.67,138.93,139.12,17723017
2021-11-10,MSFT,141.36,143.0,139.44,140.17,44787161
2021-11-11,MSFT,138.59,141.01,137.49,140.21,31153647
2021-11-12,MSFT,139.03,140.1,137.27,138.53,38409753
2021-11-15,MSFT,137.92,138.21,137.23,137.31,29601710
2021-11-16,MSFT,136.94,139.01,136.62,137.48,12261121
2021-11-17,MSFT,135.69,137.7,135.43,136.18,16043397
2021-11-18,MSFT,137.11,137.71,136.16,137.05,44021775
2021-11-19,MSFT,137.87,137.98,135.07,136.55,35206410
2021-11-22,MSFT,135.16,137.59,131.68,134.44,20203617
2021-11-23,MSFT,134.44,135.29,132.5,134.37,21895568
2021-11-24,MSFT,133.13,133.16,131.79,132.7,14141636
2021-11-25,MSFT,129.99,131.58,128.91,129.92,5407150
2021-11-26,MSFT,126.36,126.98,125.69,126.48,44281064
2021-11-29,MSFT,122.13,122.76,120.75,121.68,38839198
2021-11-30,MSFT,121.77,122.33,121.31,121.4,13814608
2021-12-01,MSFT,122.94,123.22,121.14,121.53,45810817
2021-12-02,MSFT,117.24,119.44,116.05,117.99,6434511
2021-12-03,MSFT,113.2,113.59,112.13,113.34,47784020
2021-12-06,MSFT,113.27,114.2,112.27,113.74,18717375
2021-12-07,MSFT,107.49,108.77,106.52,107.9,41507902
2021-12-08,MSFT,108.66,108.74,106.81,108.45,39483030
2021-12-09,MSFT,108.15,109.49,108.14,108.75,43672212
2021-12-10,MSFT,108.48,108.91,106.67,107.9,40077691
2021-12-13,MSFT,109.13,110.47,107.75,108.5,7085525
2021-12-14,MSFT,107.07,108.88,106.92,107.69,21610985
2021-12-15,MSFT,109.44,110.16,108.23,109.53,13687054
2021-12-16,MSFT,112.57,113.01,111.68,112.18,5519379
2021-12-17,MSFT,113.86,114.49,113.74,114.21,2858778
2021-12-20,MSFT,114.87,118.48,113.44,115.16,2331285
2021-12-21,MSFT,113.35,113.75,112.69,112.71,43158953
2021-12-22,MSFT,115.47,117.87,114.34,115.49,42686098
2021-12-23,MSFT,113.56,114.68,112.44,112.86,22541723
2021-12-24,MSFT,110.43,110.99,109.27,109.64,35618129
2021-12-27,MSFT,110.21,111.41,109.99,110.13,15073034
2021-12-28,MSFT,112.63,113.01,111.23,112.2,21605727
2021-12-29,MSFT,115.63,115.95,111.59,115.03,22997091
2021-12-30,MSFT,113.63,114.29,112.65,113.81,35650452
2021-12-31,MSFT,117.7,117.95,116.36,117.36,34550552
2022-01-03,MSFT,118.45,119.0,117.82,118.32,47939463
2022-01-04,MSFT,114.56,115.82,112.17,114.35,19991396
2022-01-05,MSFT,111.71,112.61,111.4,112.1,48032177
2022-01-06,MSFT,113.66,115.23,113.17,113.53,3234526
2022-01-07,MSFT,116.8,117.89,115.79,116.1,43367303
2022-01-10,MSFT,117.02,117.94,116.2,117.49,14933659
2022-01-11,MSFT,117.63,119.63,112.69,117.03,26190084
2022-01-12,MSFT,118.53,118.8,117.35,118.61,5955085
2022-01-13,MSFT,116.96,119.01,116.15,117.77,34240343
2022-01-14,MSFT,119.26,119.92,118.26,119.17,49456438
2022-01-17,MSFT,120.18,121.76,118.69,120.51,24555474
2022-01-18,MSFT,120.96,121.72,120.37,121.17,26590403
2022-01-19,MSFT,122.95,123.39,120.92,123.22,45231982
2022-01-20,MSFT,122.87,124.2,121.21,122.33,10510105
2022-01-21,MSFT,123.89,126.56,122.33,125.64,11319003
2022-01-24,MSFT,126.69,129.29,124.86,127.03,25172218
2022-01-25,MSFT,127.49,130.05,127.12,128.79,6157921
2022-01-26,MSFT,136.19,136.81,136.1,136.71,25533047
2022-01-27,MSFT,132.12,134.19,131.18,133.35,43584550
2022-01-28,MSFT,134.88,135.24,134.4,134.42,26101898
2022-01-31,MSFT,130.81,132.73,130.0,130.24,15692419
2022-02-01,MSFT,128.36,129.61,126.14,127.02,40598668
2022-02-02,MSFT,123.84,124.64,123.05,124.09,15085856
2022-02-03,MSFT,120.14,121.44,118.11,120.82,39912988
2022-02-04,MSFT,120.08,120.79,119.15,120.15,48743871
2022-02-07,MSFT,124.2,125.96,121.92,124.49,1221318
2022-02-08,MSFT,118.37,119.56,117.75,117.98,27059285
2022-02-09,MSFT,121.52,122.44,121.46,121.51,25848442
2022-02-10,MSFT,124.27,124.71,123.13,124.16,46594277
2022-02-11,MSFT,124.88,126.12,123.37,125.37,42066969
2022-02-14,MSFT,121.84,123.26,120.98,122.59,27635823
2022-02-15,MSFT,123.99,125.01,122.09,124.53,9930144
2022-02-16,MSFT,125.64,126.04,124.44,125.31,2217561
2022-02-17,MSFT,127.2,127.76,126.79,127.03,3495006
2022-02-18,MSFT,128.21,131.78,127.73,129.33,17525498
2022-02-21,MSFT,128.23,130.05,126.73,127.91,7100914
2022-02-22,MSFT,130.45,132.25,130.11,131.99,11333843
2022-02-23,MSFT,130.69,131.15,129.85,130.78,38163058
2022-02-24,MSFT,127.07,127.71,126.3,126.41,1132799
2022-02-25,MSFT,125.8,126.39,124.7,126.13,10151278
2022-02-28,MSFT,129.48,130.07,127.76,128.64,2500508
2022-03-01,MSFT,131.8,131.86,130.55,130.99,2827331
2022-03-02,MSFT,132.32,134.1,131.83,132.12,37545688
2022-03-03,MSFT,130.95,131.9,129.95,131.28,43996225
2022-03-04,MSFT,128.29,131.13,126.6,128.67,23525130
2022-03-07,MSFT,129.24,129.8,127.73,128.86,43695857
2022-03-08,MSFT,136.3,137.6,135.28,137.15,47730115
2022-03-09,MSFT,134.28,135.67,134.19,134.37,4758403
2022-03-10,MSFT,136.56,139.72,135.99,137.06,31488021
2022-03-11,MSFT,131.28,131.39,130.4,130.89,19459704
2022-03-14,MSFT,132.59,132.83,132.29,132.58,4607355
2022-03-15,MSFT,129.04,129.08,127.76,128.19,33558161
2022-03-16,MSFT,133.05,133.74,131.87,133.52,32533315
2022-03-17,MSFT,134.03,136.39,133.1,134.37,14274592
2022-03-18,MSFT,131.52,132.14,128.83,131.14,45863002
2022-03-21,MSFT,128.1,129.65,127.67,128.3,37499932
2022-03-22,MSFT,127.66,129.03,124.73,128.06,11482388
2022-03-23,MSFT,130.84,131.49,130.13,130.57,11778657
2022-03-24,MSFT,134.96,136.11,132.92,135.4,6550877
2022-03-25,MSFT,139.03,140.05,135.54,137.5,15594205
2022-03-28,MSFT,134.68,135.84,131.84,132.86,2839217
2022-03-29,MSFT,132.25,134.57,128.49,133.56,3843195
2022-03-30,MSFT,135.76,137.64,135.76,136.49,12527291
2022-03-31,MSFT,135.56,137.14,130.51,134.15,17887275
2022-04-01,MSFT,134.52,135.89,133.07,135.14,44286776
2022-04-04,MSFT,131.56,132.31,128.91,131.92,44225715
2022-04-05,MSFT,131.11,132.81,129.59,130.68,42178517
2022-04-06,MSFT,129.66,131.07,129.36,130.06,24650144
2022-04-07,MSFT,134.0,136.95,133.2,134.62,16722927
2022-04-08,MSFT,136.28,139.54,135.32,135.49,25508896
2022-04-11,MSFT,135.48,138.32,133.75,135.75,2451679
2022-04-12,MSFT,134.23,136.17,132.22,133.27,23835648
2022-04-13,MSFT,130.7,131.82,129.42,130.93,13426245
2022-04-14,MSFT,128.86,129.42,127.11,127.7,47851565
2022-04-15,MSFT,127.42,129.14,127.24,127.52,5700218
2022-04-18,MSFT,123.98,125.04,121.79,124.28,27428520
2022-04-19,MSFT,122.97,123.82,120.95,123.42,12286880
2022-04-20,MSFT,123.1,125.31,122.5,123.38,44373919
2022-04-21,MSFT,122.05,124.02,120.94,121.66,39344405
2022-04-22,MSFT,125.6,128.47,123.93,124.7,45331347
2022-04-25,MSFT,126.24,127.03,124.51,126.24,25762010
2022-04-26,MSFT,126.55,128.13,123.98,127.41,7932577
2022-04-27,MSFT,127.59,130.59,126.78,128.61,25693146
2022-04-28,MSFT,127.5,129.52,124.1,126.99,10585474
2022-04-29,MSFT,124.98,126.56,123.83,124.69,2756255
2022-05-02,MSFT,124.56,127.43,121.86,125.99,22010150
2022-05-03,MSFT,123.82,124.85,123.64,124.04,18893671
2022-05-04,MSFT,125.48,125.69,122.92,125.02,48992784
2022-05-05,MSFT,127.06,127.32,124.48,126.5,16094198
2022-05-06,MSFT,128.66,132.17,126.58,128.15,21023375
2022-05-09,MSFT,130.09,132.91,128.69,130.83,14942083
2022-05-10,MSFT,128.52,130.08,127.15,128.44,13754992
2022-05-11,MSFT,128.47,130.43,127.71,128.65,28599319
2022-05-12,MSFT,124.82,127.72,124.3,125.01,25505232
2022-05-13,MSFT,127.03,130.35,123.64,125.39,11974501
2022-05-16,MSFT,126.86,127.7,125.87,126.88,40356847
2022-05-17,MSFT,124.55,125.85,124.02,124.32,44656041
2022-05-18,MSFT,122.18,122.9,120.76,122.61,43094391
2022-05-19,MSFT,124.08,126.04,123.7,124.26,3007312
2022-05-20,MSFT,123.34,123.79,123.16,123.28,3460348
2022-05-23,MSFT,125.2,125.75,124.0,124.87,1621989
2022-05-24,MSFT,123.11,123.3,121.89,122.51,8547765
2022-05-25,MSFT,121.61,122.68,119.88,122.31,2712522
2022-05-26,MSFT,122.51,123.34,120.14,121.72,49526217
2022-05-27,MSFT,123.23,123.4,122.65,123.09,20692312
2022-05-30,MSFT,124.22,125.99,123.91,124.41,14958717
2022-05-31,MSFT,130.8,131.47,127.98,130.63,6744419
2022-06-01,MSFT,131.42,133.89,130.62,131.25,46973460
2022-06-02,MSFT,132.22,132.67,131.01,132.27,1626316
2022-06-03,MSFT,133.41,134.86,132.58,132.79,22239781
2022-06-06,MSFT,135.63,135.82,134.0,135.46,25006416
2022-06-07,MSFT,133.75,134.26,132.79,134.17,5830073
2022-06-08,MSFT,134.02,134.65,133.05,133.9,9830862
2022-06-09,MSFT,136.33,136.86,135.88,136.66,16457459
2022-06-10,MSFT,135.27,136.02,135.12,135.35,6319899
2022-06-13,MSFT,137.36,138.79,136.2,137.76,7456874
2022-06-14,MSFT,138.74,139.54,136.87,137.59,3399906
2022-06-15,MSFT,135.09,136.15,133.92,134.48,43399652
2022-06-16,MSFT,135.4,138.68,134.34,134.36,24337978
2022-06-17,MSFT,136.77,137.66,135.28,135.48,5991674
2022-06-20,MSFT,135.68,137.03,133.86,135.61,37624010
2022-06-21,MSFT,133.76,135.09,131.72,134.22,21175684
2022-06-22,MSFT,136.87,139.49,135.93,137.25,41916927
2022-06-23,MSFT,134.33,135.66,130.99,133.94,16756456
2022-06-24,MSFT,133.08,136.14,132.63,132.91,44948794
